"date_time","th"
2023-01-03 20:00:00,6.137
2023-01-03 21:00:00,5.644
2023-01-03 22:00:00,5.097
2023-01-03 23:00:00,4.805
2023-01-04 00:00:00,4.252
2023-01-04 01:00:00,3.783
2023-01-04 02:00:00,3.029
2023-01-04 03:00:00,3.045
2023-01-04 04:00:00,4.304
2023-01-04 05:00:00,5.948
2023-01-04 06:00:00,7.864
2023-01-04 07:00:00,8.843
2023-01-04 08:00:00,9.09
2023-01-04 09:00:00,8.479
2023-01-04 10:00:00,8.181
2023-01-04 11:00:00,9.139
2023-01-04 12:00:00,9.927
2023-01-04 13:00:00,10.155
2023-01-04 14:00:00,9.992
2023-01-04 15:00:00,10.123
2023-01-04 16:00:00,9.894
2023-01-04 17:00:00,10.041
2023-01-04 18:00:00,10.367
2023-01-04 19:00:00,10.677
2023-01-04 20:00:00,10.774
2023-01-04 21:00:00,10.856
2023-01-04 22:00:00,10.774
2023-01-04 23:00:00,10.774
2023-01-05 00:00:00,10.758
2023-01-05 01:00:00,11.018
2023-01-05 02:00:00,10.693
2023-01-05 03:00:00,10.595
2023-01-05 04:00:00,10.677
2023-01-05 05:00:00,10.563
2023-01-05 06:00:00,10.79
2023-01-05 07:00:00,10.904
2023-01-05 08:00:00,11.083
2023-01-05 09:00:00,11.293
2023-01-05 10:00:00,11.471
2023-01-05 11:00:00,12.536
2023-01-05 12:00:00,12.536
2023-01-05 13:00:00,13.21
2023-01-05 14:00:00,13.146
2023-01-05 15:00:00,12.809
2023-01-05 16:00:00,12.391
2023-01-05 17:00:00,12.053
2023-01-05 18:00:00,11.972
2023-01-05 19:00:00,11.892
2023-01-05 20:00:00,11.811
2023-01-05 21:00:00,11.406
2023-01-05 22:00:00,10.839
2023-01-05 23:00:00,10.693
2023-01-06 00:00:00,10.237
2023-01-06 01:00:00,9.55
2023-01-06 02:00:00,8.991
2023-01-06 03:00:00,8.264
2023-01-06 04:00:00,7.982
2023-01-06 05:00:00,7.582
2023-01-06 06:00:00,7.715
2023-01-06 07:00:00,7.965
2023-01-06 08:00:00,7.698
2023-01-06 09:00:00,8.363
2023-01-06 10:00:00,9.713
2023-01-06 11:00:00,11.05
2023-01-06 12:00:00,12.133
2023-01-06 13:00:00,12.97
2023-01-06 14:00:00,12.488
2023-01-06 15:00:00,11.6
2023-01-06 16:00:00,11.115
2023-01-06 17:00:00,10.514
2023-01-06 18:00:00,10.188
2023-01-06 19:00:00,10.09
2023-01-06 20:00:00,9.878
2023-01-06 21:00:00,9.583
2023-01-06 22:00:00,9.238
2023-01-06 23:00:00,9.024
2023-01-07 00:00:00,9.024
2023-01-07 01:00:00,8.876
2023-01-07 02:00:00,8.892
2023-01-07 03:00:00,8.959
2023-01-07 04:00:00,9.041
2023-01-07 05:00:00,8.991
2023-01-07 06:00:00,8.744
2023-01-07 07:00:00,8.512
2023-01-07 08:00:00,8.015
2023-01-07 09:00:00,7.865
2023-01-07 10:00:00,8.446
2023-01-07 11:00:00,11.274
2023-01-07 12:00:00,11.891
2023-01-07 13:00:00,13.867
2023-01-07 14:00:00,14.84
2023-01-07 15:00:00,NA
2023-01-07 16:00:00,12.6
2023-01-07 17:00:00,11.536
2023-01-07 18:00:00,9.992
2023-01-07 19:00:00,9.254
2023-01-07 20:00:00,9.057
2023-01-07 21:00:00,7.781
2023-01-07 22:00:00,NA
2023-01-07 23:00:00,NA
