"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"13667","Freiburg-Mitte","7,8450","48,0006","274.0","https://cdc.dwd.de/rest/metadata/station/html/3867241110"
"1443","Freiburg","7,8343","48,0232","236.0","https://cdc.dwd.de/rest/metadata/station/html/812300590823"
